INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('90595699693', 'Ellen', 'Dolton', '90595699693', '90595699693@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96357641894', 'Joan', 'Bond', '96357641894', '96357641894@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96361624207', 'Grace', 'Keffler', '96361624207', '96361624207@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96366654629', 'Eben', 'Deacon', '96366654629', '96366654629@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96382272047', 'Forrest', 'Brain', '96382272047', '96382272047@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96426004340', 'Elma', 'Crocker', '96426004340', '96426004340@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96427628366', 'Steve', 'Tansley', '96427628366', '96427628366@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96461098426', 'Althea', 'Nero', '96461098426', '96461098426@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96464348816', 'Hamilton', 'Kurian', '96464348816', '96464348816@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96472228270', 'Orlando', 'Johnstone', '96472228270', '96472228270@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96491807964', 'Estell', 'Hodson', '96491807964', '96491807964@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96528206820', 'Dorsey', 'Pullen', '96528206820', '96528206820@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96532671112', 'Stanford', 'Cain', '96532671112', '96532671112@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96536436264', 'Reese', 'Totten', '96536436264', '96536436264@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96573282704', 'Luella', 'Cann', '96573282704', '96573282704@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96651032612', 'Shelton', 'Dupont', '96651032612', '96651032612@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96675430188', 'Watt', 'Steere', '96675430188', '96675430188@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96685805978', 'Hunter', 'Egan', '96685805978', '96685805978@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96694034400', 'Judd', 'Luttrell', '96694034400', '96694034400@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96731424398', 'Lonie', 'Greaves', '96731424398', '96731424398@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96756499538', 'Lorenzo', 'Yarker', '96756499538', '96756499538@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96758095554', 'Matthias', 'Brett', '96758095554', '96758095554@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96801824994', 'Ward', 'Oddy', '96801824994', '96801824994@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96812458660', 'Horatio', 'Kenneford', '96812458660', '96812458660@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96843076767', 'Larkin', 'Shuttleworth', '96843076767', '96843076767@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96848857649', 'Docia', 'Paul', '96848857649', '96848857649@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96854048526', 'Mal', 'Gibbins', '96854048526', '96854048526@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96861070177', 'Peter', 'Glennon', '96861070177', '96861070177@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96867230884', 'Bradley', 'Goode', '96867230884', '96867230884@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96920240276', 'Dean', 'Cheshire', '96920240276', '96920240276@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96929075859', 'Egbert', 'Ulyatt', '96929075859', '96929075859@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96936238048', 'Donie', 'Keward', '96936238048', '96936238048@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96946676047', 'Kenneth', 'Hibbert', '96946676047', '96946676047@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('96982070880', 'Wanda', 'Connelly', '96982070880', '96982070880@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97018068488', 'Meta', 'Bennett', '97018068488', '97018068488@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97020008264', 'Nelia', 'Hatton', '97020008264', '97020008264@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97022804400', 'Dock', 'Frey', '97022804400', '97022804400@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97031098269', 'Donnie', 'Ogrady', '97031098269', '97031098269@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97099246895', 'Juanita', 'Goring', '97099246895', '97099246895@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97112012863', 'Sanders', 'Bowers', '97112012863', '97112012863@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97114859177', 'Osa', 'Warden', '97114859177', '97114859177@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97116263928', 'Florence', 'Veitch', '97116263928', '97116263928@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97120635438', 'Conrad', 'Knab', '97120635438', '97120635438@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97136397206', 'Arnold', 'Wootton', '97136397206', '97136397206@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97200097460', 'Anton', 'Drew', '97200097460', '97200097460@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97209602476', 'Kirk', 'Windsor', '97209602476', '97209602476@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97231812521', 'Carrie', 'Wall', '97231812521', '97231812521@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97236268817', 'Cynthia', 'Powers', '97236268817', '97236268817@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97237408821', 'Chesley', 'Thornton', '97237408821', '97237408821@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97258079295', 'Rhoda', 'Britton', '97258079295', '97258079295@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97261660405', 'Ellie', 'Seer', '97261660405', '97261660405@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97308462014', 'Clifton', 'Cole', '97308462014', '97308462014@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97318037809', 'Candido', 'Hallam', '97318037809', '97318037809@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97358836792', 'Dolores', 'Yard', '97358836792', '97358836792@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97368649291', 'Bedford', 'Best', '97368649291', '97368649291@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97396865618', 'Handy', 'Gresham', '97396865618', '97396865618@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97404810883', 'Clyde', 'Milligan', '97404810883', '97404810883@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97407436624', 'Nicholas', 'Haigh', '97407436624', '97407436624@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97422601695', 'Alonza', 'Kennell', '97422601695', '97422601695@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97468800111', 'America', 'Jeffrey', '97468800111', '97468800111@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97487059301', 'Roy', 'Larkin', '97487059301', '97487059301@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97494504056', 'Shelby', 'Redding', '97494504056', '97494504056@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97513879892', 'Garfield', 'Alam', '97513879892', '97513879892@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97539677363', 'Rosalee', 'Topley', '97539677363', '97539677363@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97541093663', 'Julie', 'Jevons', '97541093663', '97541093663@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97567214947', 'Maggie', 'Fawcett', '97567214947', '97567214947@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97587647470', 'Vannie', 'Ebbs', '97587647470', '97587647470@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97594694023', 'Lessie', 'Ettrick', '97594694023', '97594694023@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97630890320', 'Enos', 'Hayward', '97630890320', '97630890320@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97632085045', 'Miriam', 'Cutts', '97632085045', '97632085045@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97651264409', 'Amie', 'Eyett', '97651264409', '97651264409@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97677086059', 'Rillie', 'Cheetham', '97677086059', '97677086059@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97733005915', 'Major', 'Hammond', '97733005915', '97733005915@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97757664995', 'Sol', 'Dyde', '97757664995', '97757664995@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97761289745', 'Linnie', 'Number', '97761289745', '97761289745@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97766026036', 'Pink', 'Heneghan', '97766026036', '97766026036@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97768201750', 'Dempsey', 'Crabtree', '97768201750', '97768201750@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97838681799', 'Fritz', 'Buckingham', '97838681799', '97838681799@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97846270543', 'Littie', 'Flanders', '97846270543', '97846270543@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97853242747', 'Arther', 'Rosso', '97853242747', '97853242747@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97876654993', 'Lewie', 'Park', '97876654993', '97876654993@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97933242093', 'Elmo', 'Ilsley', '97933242093', '97933242093@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97934636985', 'Verdie', 'Coll', '97934636985', '97934636985@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97947416791', 'Elroy', 'Howden', '97947416791', '97947416791@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97949613157', 'Lou', 'Cummins', '97949613157', '97949613157@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('97954659158', 'Letitia', 'Wagstaff', '97954659158', '97954659158@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98006656449', 'Margaretta', 'Croucher', '98006656449', '98006656449@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98047842326', 'Helma', 'Ivory', '98047842326', '98047842326@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98083043966', 'Harvey', 'Coles', '98083043966', '98083043966@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98089029940', 'Clair', 'Cowell', '98089029940', '98089029940@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98089653855', 'Netta', 'Yarwood', '98089653855', '98089653855@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98190627526', 'Leonidas', 'Steel', '98190627526', '98190627526@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98236826730', 'Albert', 'Kirwin', '98236826730', '98236826730@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98251429182', 'Francisco', 'Stuart', '98251429182', '98251429182@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98251855547', 'Millicent', 'Nicks', '98251855547', '98251855547@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98261824883', 'Toney', 'Kinsley', '98261824883', '98261824883@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98266292218', 'Roena', 'Eedie', '98266292218', '98266292218@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98276864958', 'Mary', 'Tucker', '98276864958', '98276864958@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98287227793', 'Adela', 'Reeves', '98287227793', '98287227793@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98347471842', 'Arvid', 'Findley', '98347471842', '98347471842@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98355225523', 'Merrill', 'Reade', '98355225523', '98355225523@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98370461979', 'Johnnie', 'Cornish', '98370461979', '98370461979@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98385282213', 'Webb', 'Antony', '98385282213', '98385282213@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98406160630', 'Olive', 'Anker', '98406160630', '98406160630@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98421022838', 'Ab', 'Sallis', '98421022838', '98421022838@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98435647437', 'Tressa', 'Eddy', '98435647437', '98435647437@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98504652923', 'Edd', 'Downs', '98504652923', '98504652923@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98505424340', 'Tommy', 'Kayes', '98505424340', '98505424340@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98513038818', 'Carol', 'Everson', '98513038818', '98513038818@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98517465171', 'Jessie', 'Pierre', '98517465171', '98517465171@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98566078178', 'Silas', 'Tonks', '98566078178', '98566078178@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98571079087', 'Daniel', 'Kamara', '98571079087', '98571079087@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98585219189', 'Hortense', 'Isbill', '98585219189', '98585219189@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98600795997', 'Maynard', 'Corbett', '98600795997', '98600795997@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98608463629', 'Tyler', 'Woodford', '98608463629', '98608463629@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98641291409', 'Honora', 'Gardner', '98641291409', '98641291409@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98643428561', 'Jessee', 'Waring', '98643428561', '98643428561@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98658010126', 'Allie', 'Shah', '98658010126', '98658010126@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98659854548', 'Lenard', 'Swain', '98659854548', '98659854548@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98667265723', 'Clara', 'Ludlow', '98667265723', '98667265723@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98671677123', 'Frances', 'Cummings', '98671677123', '98671677123@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98702036006', 'Sanford', 'Peach', '98702036006', '98702036006@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98717675389', 'Cato', 'Nott', '98717675389', '98717675389@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98718867857', 'Leola', 'Tompkins', '98718867857', '98718867857@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98772817587', 'Dee', 'Kiernan', '98772817587', '98772817587@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98787491747', 'Magdalen', 'Burr', '98787491747', '98787491747@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98792321725', 'Nellie', 'Eaton', '98792321725', '98792321725@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98830638069', 'Junius', 'Armitage', '98830638069', '98830638069@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98836652921', 'Alvin', 'Prior', '98836652921', '98836652921@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98863631588', 'Ora', 'Wiseman', '98863631588', '98863631588@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98884205550', 'Iola', 'Dwyer', '98884205550', '98884205550@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98897298013', 'Starling', 'Hutton', '98897298013', '98897298013@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98971441242', 'Hyrum', 'Hocking', '98971441242', '98971441242@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98974621966', 'Olga', 'Blackmore', '98974621966', '98974621966@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98978097759', 'Philo', 'Tatlow', '98978097759', '98978097759@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98990277242', 'Dolly', 'Loudon', '98990277242', '98990277242@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98994038365', 'Lucian', 'Reader', '98994038365', '98994038365@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('98994836898', 'Madie', 'Sparkes', '98994836898', '98994836898@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99010472414', 'Beryl', 'Allan', '99010472414', '99010472414@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99027426788', 'Ethyl', 'Probert', '99027426788', '99027426788@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99038061300', 'Larry', 'Emmery', '99038061300', '99038061300@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99053469191', 'Manford', 'Everett', '99053469191', '99053469191@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99065491332', 'Leslie', 'Brady', '99065491332', '99065491332@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99070661550', 'Myrtle', 'Redden', '99070661550', '99070661550@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99091001111', 'Artie', 'Barton', '99091001111', '99091001111@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99105087991', 'Doshia', 'Glasby', '99105087991', '99105087991@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99105602188', 'Muriel', 'Godby', '99105602188', '99105602188@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99119033975', 'Ludwig', 'Crowther', '99119033975', '99119033975@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99123260448', 'Herschel', 'Edney', '99123260448', '99123260448@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99143270102', 'Harrison', 'Waterman', '99143270102', '99143270102@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99145236645', 'Irving', 'Ackary', '99145236645', '99145236645@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99164284542', 'Zena', 'Dobbin', '99164284542', '99164284542@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99165699395', 'Sina', 'Bear', '99165699395', '99165699395@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99221052310', 'Cecilia', 'Eggby', '99221052310', '99221052310@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99239694374', 'Sena', 'Hurley', '99239694374', '99239694374@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99242637535', 'Emmaline', 'Cassidy', '99242637535', '99242637535@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99253623902', 'Burley', 'Burden', '99253623902', '99253623902@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99274066162', 'Lovina', 'Higgins', '99274066162', '99274066162@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99329867987', 'Ernestine', 'Davenport', '99329867987', '99329867987@mail.com');
